artist,total_tracks,spotify_popularity,danceability,energy,speechiness,instrumentalness,pct_explicit_tracks,duration_min,feature_pct,spotify_track_genre
Rahi,1,35.0,Low,Medium,Low,Vocal,0.0,3.93,0.0,folk
Rahul Deshpande,6,32.5,Low,High,Low,Vocal,0.0,4.6049999999999995,33.33333333333333,classical
Rahul Rajeev,6,31.5,Medium,Low,Low,Vocal,0.0,2.4133333333333336,83.33333333333334,malay
Raiatea Helm,1,21.0,Medium,Low,Low,Vocal,0.0,3.99,0.0,guitar
Raiden,1,67.0,Medium,High,Low,Vocal,0.0,3.92,100.0,electro
Rail Yard Ghosts,2,30.5,Medium,Medium,Low,Vocal,0.0,3.4299999999999997,0.0,acoustic
Railbenders,15,13.733333333333333,Medium,High,Low,Vocal,0.0,3.046666666666667,0.0,honky-tonk
Railroad Earth,7,22.142857142857142,Medium,High,Low,Vocal,0.0,5.947142857142857,14.285714285714285,bluegrass
Raimu,12,58.916666666666664,Medium,Low,Low,Instrumental,0.0,2.9375,0.0,anime
Raimund Theater Ensemble,1,27.0,High,Medium,Low,Vocal,0.0,3.1,100.0,show-tunes
Raimundos,22,35.59090909090909,Medium,High,Low,Vocal,27.27272727272727,3.613181818181818,13.636363636363635,hard-rock
Rain Noise Xxl,1,33.0,Low,High,Low,Instrumental,0.0,5.01,100.0,sleep
Rain Sound Studio,1,33.0,Low,High,Low,Mixed,0.0,2.64,100.0,sleep
Rain Sounds,56,35.55357142857143,Low,High,Low,Instrumental,0.0,2.3217857142857143,23.214285714285715,sleep
Rain Sounds Collection,4,35.5,Low,High,Low,Instrumental,0.0,3.3075,0.0,sleep
Rain Sounds Factory STHLM,3,35.0,Low,Low,Low,Instrumental,0.0,2.47,0.0,sleep
Rain Sounds XLE Library,3,34.0,Low,High,Low,Instrumental,0.0,2.466666666666667,0.0,sleep
Rain for Deep Sleep,4,35.25,Low,High,Low,Instrumental,0.0,2.405,25.0,sleep
Rain for Sleep,1,32.0,Low,High,Low,Instrumental,0.0,2.4,0.0,sleep
Rainbow,4,62.5,Low,Medium,Low,Vocal,0.0,5.76,0.0,blues
Rainfall,1,35.0,Low,High,Low,Instrumental,0.0,4.12,0.0,sleep
Rainfall For Sleep,3,38.333333333333336,Medium,High,Low,Instrumental,0.0,2.436666666666667,0.0,sleep
Rainhas da Farra,1,38.0,High,High,Low,Vocal,0.0,2.91,0.0,forro
Rainie Yang,7,42.57142857142857,Medium,Medium,Low,Vocal,0.0,4.432857142857143,0.0,mandopop
Rainlord.,1,61.0,Medium,Low,Low,Vocal,0.0,2.4,100.0,chill
Rainy Lullaby,4,23.5,Low,Low,Low,Instrumental,0.0,5.8475,0.0,world-music
Raj Barman,2,62.5,Medium,Low,Low,Vocal,0.0,2.755,0.0,pop-film
Raj Pirate,1,33.0,Medium,High,Low,Vocal,0.0,4.8,100.0,malay
Raj Ranjodh,1,43.0,Medium,High,Low,Vocal,0.0,2.83,0.0,hip-hop
Rajasinga,1,21.0,Medium,High,Low,Vocal,100.0,4.11,0.0,death-metal
Rajhesh Vaidhya,1,35.0,Medium,High,Low,Instrumental,0.0,3.6,0.0,classical
Rakesh Chaurasia,2,47.5,Low,Low,Low,Instrumental,0.0,6.615,0.0,classical
Rakim,4,43.0,High,Medium,Low,Vocal,25.0,3.715,0.0,hardcore
Rakz Radiant,1,17.0,Medium,High,Low,Vocal,0.0,3.19,100.0,malay
Ralph Castelli,1,75.0,High,Low,Low,Vocal,0.0,2.92,0.0,indie-pop
Ralph McTell,1,19.0,Low,Low,Low,Vocal,0.0,4.14,0.0,british
Ralph Stanley,12,22.166666666666668,Medium,Low,Low,Vocal,0.0,2.2158333333333333,0.0,bluegrass
Ralphi Rosario,36,12.222222222222221,High,High,Low,Vocal,0.0,6.009444444444444,58.333333333333336,chicago-house
Ralphie May,13,22.76923076923077,Medium,Medium,High,Vocal,100.0,3.2515384615384617,0.0,comedy
Ralphy Santi,1,32.0,Medium,Medium,Low,Vocal,0.0,5.94,100.0,salsa
Raly Barrionuevo,1,44.0,Medium,Low,Low,Vocal,0.0,3.86,0.0,folk
Ram Jam,1,72.0,Medium,High,Low,Vocal,0.0,3.98,0.0,hard-rock
Ram Narayan,1,38.0,Medium,Low,Low,Instrumental,0.0,2.55,100.0,classical
Ram Nath RNB,1,33.0,Medium,High,Low,Vocal,0.0,3.47,100.0,malay
Ram Sampath,1,58.0,Medium,High,Low,Vocal,0.0,4.02,0.0,hip-hop
Ram Trilogy,4,18.75,Medium,High,Low,Mixed,0.0,5.7924999999999995,25.0,drum-and-bass
Ramakrishnan Murthy,2,33.5,Medium,Low,Low,Vocal,0.0,4.395,0.0,classical
Raman Negi,1,46.0,High,Medium,Low,Vocal,0.0,5.0,0.0,indian
Rameses B,2,44.5,Medium,High,Low,Vocal,0.0,3.2199999999999998,0.0,dub
Ramesh Mishra,1,45.0,Low,Low,Low,Vocal,0.0,2.35,0.0,classical
Ramil Ganjoo,5,37.6,Medium,Low,Low,Vocal,0.0,3.4259999999999997,0.0,singer-songwriter
Ramin Djawadi,18,55.833333333333336,Low,Low,Low,Instrumental,0.0,4.077222222222222,11.11111111111111,german
Rammstein,76,61.9078947368421,Medium,High,Low,Vocal,3.9473684210526314,4.175789473684211,1.3157894736842104,industrial
Ramon Dona-Dio,4,21.75,Medium,Low,Low,Instrumental,0.0,2.3175,50.0,guitar
Ramon Marquez,2,30.5,High,Medium,Low,Vocal,0.0,3.115,0.0,rock-n-roll
Ramona,6,29.5,Low,Medium,Low,Vocal,0.0,3.526666666666667,50.0,psych-rock
Ramones,3,47.333333333333336,Medium,High,Low,Vocal,0.0,2.41,0.0,punk-rock
Ramonstar,1,31.0,Medium,High,Low,Vocal,0.0,3.38,100.0,party
Rampa,8,43.125,Medium,Medium,Low,Instrumental,0.0,7.23625,75.0,deep-house
Ramshackle Glory,3,27.666666666666668,Medium,Medium,Low,Vocal,0.0,3.016666666666666,0.0,acoustic
Ran-D,21,37.57142857142857,Medium,High,Low,Vocal,9.523809523809524,4.584761904761905,66.66666666666666,hardstyle
Rana Alagöz,6,36.833333333333336,Low,Medium,Low,Vocal,0.0,3.2116666666666664,83.33333333333334,psych-rock
Rancid,2,31.5,Low,High,Low,Vocal,50.0,3.0949999999999998,0.0,ska
Rancore,4,30.75,Medium,High,Low,Vocal,0.0,3.5,0.0,hardcore
Randal L Meek,1,32.0,Low,Low,Low,Instrumental,0.0,2.44,100.0,guitar
Randall King,10,0.1,Medium,High,Low,Vocal,0.0,3.254,0.0,country
Random Forest,2,53.0,Medium,Low,Low,Instrumental,0.0,3.955,0.0,ambient
Random Movement,2,17.0,Medium,High,Low,Mixed,0.0,5.75,0.0,drum-and-bass
Random Noise Generation,2,5.0,Medium,Medium,Low,Mixed,0.0,6.995,100.0,detroit-techno
Randomized Coffee,1,32.0,High,Medium,Low,Vocal,0.0,3.82,100.0,electronic
Randy,1,64.0,High,High,Low,Vocal,100.0,2.79,100.0,latino
Randy Crawford,4,7.75,Medium,Medium,Low,Vocal,0.0,4.5375,0.0,disco
Randy Lorenzo,2,24.0,Low,Low,Low,Instrumental,0.0,4.37,0.0,guitar
Randy Newman,59,27.559322033898304,Medium,Low,Low,Vocal,0.0,2.823728813559322,1.694915254237288,disney
Randy Travis,5,12.6,Medium,Medium,Low,Vocal,0.0,3.0520000000000005,0.0,country
Rangga Jones,5,60.8,Medium,Medium,Low,Vocal,0.0,2.9379999999999997,20.0,chill
Rangle Sardar,1,31.0,Medium,High,Low,Vocal,0.0,4.32,100.0,folk
Ranji,6,48.666666666666664,Medium,High,Low,Vocal,0.0,5.488333333333333,66.66666666666666,trance
Rank 1,1,53.0,Medium,High,Low,Instrumental,0.0,3.0,0.0,trance
Ransom,11,22.90909090909091,Medium,High,Low,Vocal,0.0,2.899090909090909,45.45454545454545,hardstyle
Rantanplan,2,36.0,Low,High,Low,Vocal,0.0,2.81,0.0,german
Ranveer Singh,1,63.0,High,Medium,Low,Vocal,0.0,2.34,100.0,hip-hop
Rap Box,2,45.5,Medium,High,Low,Vocal,0.0,4.640000000000001,100.0,brazil
Rap Tale,1,20.0,High,Medium,Low,Vocal,0.0,3.71,100.0,malay
Raphael Lake,4,48.5,Medium,High,Low,Vocal,0.0,3.54,75.0,blues
Raphaël,1,31.0,Medium,Low,Low,Vocal,0.0,2.75,0.0,french
Raphy Leavitt y Su Orquesta La Selecta,2,31.0,Medium,High,Low,Vocal,0.0,8.065000000000001,100.0,salsa
Rappin' Hood,2,42.5,High,High,Low,Vocal,0.0,5.93,50.0,brazil
Rapsusklei,1,38.0,High,High,Low,Vocal,100.0,2.7,100.0,spanish
Raquel Ferreira,1,23.0,Low,Low,Low,Vocal,0.0,2.09,0.0,disney
Raquel Mello,2,38.5,Medium,Medium,Low,Vocal,0.0,4.345,0.0,gospel
Raquel dos Teclados,9,42.333333333333336,High,High,Low,Vocal,0.0,3.2077777777777774,0.0,forro
Rare Earth,1,0.0,Medium,High,Low,Vocal,0.0,2.87,0.0,psych-rock
Rarin,11,51.81818181818182,High,Medium,Low,Vocal,36.36363636363637,2.2436363636363637,18.181818181818183,sad
Ras & Calle,1,38.0,Medium,High,Low,Vocal,0.0,2.41,100.0,emo
Ras Kuko,1,27.0,High,Medium,Low,Vocal,0.0,4.48,100.0,spanish
Rascal Flatts,7,44.0,Medium,Medium,Low,Vocal,0.0,3.934285714285714,14.285714285714285,country
Rashid Beibutov,32,9.34375,Medium,Low,Low,Vocal,0.0,3.5465625,15.625,romance
Rashid Khan,4,34.25,Medium,Medium,Low,Vocal,0.0,4.7525,100.0,classical
Rashit,1,35.0,Medium,High,Low,Vocal,0.0,4.04,100.0,punk-rock
Rasmus Hagen,4,56.25,Medium,Medium,Low,Vocal,25.0,3.125,100.0,singer-songwriter
Raspberries,1,62.0,Low,High,Low,Vocal,0.0,3.42,0.0,j-rock
Raspigaous,2,31.0,High,Medium,Low,Vocal,0.0,5.45,0.0,french
Raspo,1,56.0,High,Low,Low,Instrumental,0.0,2.15,0.0,chill
Rasta Bigoud,1,34.0,High,High,Low,Vocal,0.0,3.78,0.0,french
Rasta Chinela,4,40.0,Medium,High,Low,Vocal,0.0,3.5149999999999997,25.0,forro
Rastapé,2,40.0,Medium,Medium,Low,Vocal,0.0,3.365,0.0,forro
Rat-Zinger,1,25.0,Medium,High,Low,Vocal,100.0,3.42,100.0,spanish
Rata Blanca,59,25.25423728813559,Medium,High,Low,Vocal,0.0,5.7677966101694915,0.0,heavy-metal
Ratata,1,39.0,Medium,High,Low,Vocal,0.0,2.59,0.0,swedish
Ratones Paranoicos,5,41.2,Medium,High,Low,Vocal,0.0,3.6379999999999995,0.0,punk-rock
Ratos De Porão,4,33.5,Low,High,Low,Vocal,50.0,2.67,0.0,hardcore
Rattan Mohan Sharma,3,33.666666666666664,Low,Low,Low,Vocal,0.0,16.3,0.0,classical
Ratty Adhiththan,7,33.57142857142857,High,High,Low,Vocal,0.0,3.9657142857142853,85.71428571428571,malay
Raubtier,1,36.0,Medium,High,Low,Vocal,0.0,3.36,0.0,swedish
Raul Abramzon,1,36.0,Medium,Medium,Low,Vocal,0.0,2.85,0.0,rock-n-roll
Raul Paz,1,25.0,High,Medium,Low,Vocal,0.0,3.46,0.0,world-music
Raul Seixas,14,43.92857142857143,Medium,High,Low,Vocal,0.0,3.4635714285714285,0.0,mpb
Raul Vale,1,28.0,Medium,Medium,Low,Vocal,0.0,3.42,0.0,rock-n-roll
Raulin Rosendo,3,29.0,High,Medium,Low,Vocal,0.0,4.553333333333334,0.0,salsa
Raumakustik,4,4.5,High,High,Low,Mixed,0.0,5.375,25.0,minimal-techno
Raunchy,1,22.0,Medium,High,Low,Vocal,0.0,5.28,0.0,death-metal
Rauw Alejandro,8,81.0,High,High,Low,Vocal,75.0,3.47375,62.5,latino
Rav Aulakh,1,63.0,High,High,Low,Vocal,0.0,2.52,0.0,hip-hop
Ravator,2,49.5,Medium,Medium,Low,Vocal,50.0,2.855,100.0,indian
Rave The Reqviem,1,23.0,Medium,High,Low,Vocal,100.0,3.28,0.0,industrial
Raveena,1,60.0,High,Medium,Low,Vocal,0.0,4.15,0.0,chill
Ravend,5,41.8,High,Medium,Low,Vocal,40.0,2.522,0.0,turkish
Raving George,1,57.0,High,Medium,Low,Mixed,0.0,5.52,100.0,techno
Ravyn Lenae,6,0.16666666666666666,Medium,High,Low,Vocal,50.0,3.9299999999999997,50.0,alternative
Rawal,2,44.0,Medium,Medium,Moderate,Vocal,50.0,3.435,100.0,indian
Rawframez,1,21.0,Low,High,Moderate,Vocal,0.0,2.7,0.0,hardstyle
Ray Barretto,3,18.0,Medium,Medium,Low,Mixed,0.0,5.156666666666666,0.0,salsa
Ray Campi,1,22.0,High,High,Low,Vocal,0.0,3.14,0.0,rockabilly
Ray Charles,9,46.888888888888886,Medium,Medium,Low,Vocal,0.0,2.9944444444444445,0.0,blues
Ray De La Paz,2,32.0,Medium,Medium,Low,Vocal,0.0,5.45,0.0,salsa
Ray Gun Hero,1,16.0,Medium,High,Low,Mixed,0.0,4.88,0.0,club
Ray Keith,1,24.0,High,High,Low,Instrumental,0.0,4.22,0.0,drum-and-bass
Ray LaMontagne,12,57.75,Medium,Low,Low,Vocal,0.0,4.621666666666667,8.333333333333332,acoustic
Ray Parker Jr.,3,67.33333333333333,High,High,Low,Vocal,0.0,4.03,0.0,disco
Ray Peterson,3,48.333333333333336,Medium,Medium,Low,Vocal,0.0,2.763333333333333,0.0,rockabilly
Ray Price,63,16.444444444444443,Medium,Low,Low,Vocal,0.0,2.8804761904761906,0.0,honky-tonk
Ray Remesch,4,23.0,High,Low,Low,Vocal,0.0,1.5,25.0,kids
Ray Volpe,3,47.0,Medium,High,Low,Mixed,0.0,3.5666666666666664,33.33333333333333,dubstep
Raydar,1,15.0,High,High,Low,Mixed,0.0,5.61,0.0,club
Raymond & Maria,1,37.0,Medium,High,Low,Vocal,0.0,3.5,0.0,swedish
Raymond Lam,4,39.75,Medium,Medium,Low,Vocal,0.0,4.0275,0.0,cantopop
Rayo & Toby,1,38.0,Medium,Medium,Low,Vocal,0.0,3.48,0.0,reggaeton
Rayssa e Ravel,1,37.0,Medium,High,Low,Vocal,0.0,4.34,0.0,gospel
Raz,4,41.75,Medium,High,Low,Mixed,0.0,4.42,50.0,trance
Raz Dwa Trzy,2,32.0,Medium,High,Low,Vocal,0.0,5.62,0.0,blues
Razed In Black,3,21.333333333333332,Medium,High,Low,Mixed,0.0,5.883333333333333,0.0,industrial
Raztlan,1,44.0,Medium,High,Low,Vocal,0.0,1.88,0.0,ska
Raça Negra,6,44.333333333333336,Medium,Medium,Low,Vocal,0.0,3.355,0.0,pagode
Raí Saia Rodada,3,40.0,Medium,High,Low,Vocal,0.0,3.4600000000000004,33.33333333333333,forro
Raúl García Zárate,3,23.0,Medium,Low,Low,Instrumental,0.0,3.73,0.0,guitar
Raúl Lavié,1,17.0,Low,Low,Low,Vocal,0.0,3.98,100.0,tango
Re-Con,1,19.0,Medium,High,Low,Vocal,0.0,3.76,0.0,happy
Re-Fuzz,4,29.5,Medium,High,Low,Vocal,0.0,4.035,25.0,hardcore
Re-Style,13,22.46153846153846,Medium,High,Low,Vocal,7.6923076923076925,3.531538461538461,53.84615384615385,happy
ReOrder,1,45.0,Medium,Medium,Low,Vocal,0.0,3.32,100.0,trance
ReStarT,1,45.0,High,Medium,Low,Vocal,0.0,3.18,0.0,brazil
ReVamp,1,20.0,Medium,High,Low,Vocal,0.0,3.76,0.0,goth
Rea Garvey,1,0.0,High,High,Low,Vocal,0.0,2.3,100.0,german
Ready Kirken,1,46.0,Medium,High,Low,Vocal,0.0,3.49,0.0,folk
Real Friends,2,0.0,Medium,High,Low,Vocal,0.0,2.63,0.0,emo
Real Life,2,41.5,Medium,High,Low,Vocal,0.0,3.9450000000000003,0.0,synth-pop
Real McCoy,2,58.5,High,High,Low,Vocal,0.0,4.01,0.0,techno
Realidade Cruel,2,45.5,Medium,Medium,Low,Vocal,50.0,5.585,50.0,brazil
Reality Test,3,35.0,Medium,High,Low,Vocal,0.0,4.59,100.0,trance
Reatards,1,23.0,Low,High,Low,Instrumental,0.0,2.86,0.0,garage
Reba McEntire,2,0.5,Medium,Low,Low,Vocal,0.0,3.56,50.0,country
Rebeca Carvalho,4,47.25,Low,Medium,Low,Vocal,0.0,6.465,75.0,brazil
Rebecca Luker,1,21.0,Low,Low,Low,Vocal,0.0,2.6,100.0,show-tunes
Rebecca Woods,1,60.0,Low,Low,Low,Instrumental,0.0,2.73,0.0,piano
Rebecka Aether,3,64.66666666666667,Low,Low,Low,Instrumental,0.0,3.233333333333333,0.0,sleep
Rebel Cats,9,30.0,Medium,High,Low,Vocal,0.0,2.8400000000000003,66.66666666666666,rockabilly
Rebel Scum,1,42.0,Medium,High,Low,Vocal,0.0,4.23,100.0,dub
Rebel'd Punk,1,37.0,Medium,Medium,Low,Vocal,0.0,2.9,0.0,punk-rock
Rebellion Rose,1,41.0,Medium,High,Low,Vocal,0.0,4.05,100.0,punk
Rebourne,1,54.0,Low,High,Low,Mixed,0.0,4.64,100.0,hardstyle
Rebūke,2,51.0,Medium,Medium,Low,Instrumental,0.0,5.055,0.0,electronic
Recaps,1,48.0,Medium,Medium,Low,Instrumental,0.0,2.81,0.0,study
Recham,2,48.0,Medium,Medium,Low,Vocal,0.0,3.0,0.0,electronic
Reckless Kelly,1,43.0,Medium,High,Low,Vocal,0.0,3.42,0.0,country
Reckless Love,1,53.0,Medium,High,Low,Vocal,0.0,3.8,0.0,hard-rock
Recondite,6,38.666666666666664,High,Medium,Low,Instrumental,0.0,5.123333333333334,0.0,minimal-techno
Recue,2,19.5,Medium,High,Low,Instrumental,0.0,4.26,50.0,idm
Red,7,50.42857142857143,Low,High,Low,Vocal,0.0,4.011428571428572,0.0,grunge
Red City Radio,1,30.0,Medium,High,Low,Vocal,0.0,4.15,0.0,hardcore
Red Garland,2,56.5,Medium,Low,Low,Mixed,0.0,4.8149999999999995,100.0,piano
Red Hot Chili Peppers,49,45.6530612244898,Medium,High,Low,Vocal,8.16326530612245,4.286938775510204,0.0,alt-rock
Red Lion,3,29.0,Medium,Medium,Low,Vocal,100.0,2.956666666666667,0.0,dub
Red Queen,1,29.0,Medium,High,Low,Vocal,0.0,3.11,0.0,disco
Red Velvet,6,69.83333333333333,Medium,High,Low,Vocal,0.0,3.3833333333333333,0.0,k-pop
Red Velvet - IRENE & SEULGI,1,67.0,Medium,High,Low,Vocal,0.0,2.97,0.0,k-pop
RedMoon,1,48.0,Medium,High,Low,Vocal,0.0,3.28,100.0,electronic
Redd,4,39.75,Medium,Medium,Low,Vocal,0.0,4.18,0.0,turkish
Redd Foxx,1,22.0,Medium,Medium,High,Vocal,0.0,2.38,0.0,comedy
Redd Kross,3,21.333333333333332,Medium,High,Low,Vocal,0.0,2.793333333333333,0.0,power-pop
Redeyes,5,23.4,Medium,High,Low,Vocal,0.0,4.98,60.0,drum-and-bass
Redlight King,1,25.0,Medium,Medium,Low,Vocal,0.0,3.81,0.0,grunge
Redman,2,32.0,Medium,Medium,Moderate,Vocal,100.0,3.36,0.0,hardcore
Reekado Banks,3,35.333333333333336,High,High,Low,Vocal,0.0,2.983333333333333,66.66666666666666,dancehall
Reel Big Fish,3,32.0,Low,High,Low,Vocal,0.0,3.33,0.0,ska
Reeve Carney,1,40.0,Low,Low,Low,Vocal,0.0,3.15,0.0,show-tunes
Refeci,6,48.5,Medium,Medium,Low,Vocal,33.33333333333333,3.105,100.0,deep-house
Refract,1,20.0,Medium,High,Low,Vocal,0.0,3.44,0.0,hardstyle
Refuzion,7,47.57142857142857,Medium,High,Low,Vocal,0.0,2.9514285714285715,28.57142857142857,hardstyle
Regain,2,21.0,Medium,High,Low,Vocal,0.0,3.25,0.0,hardstyle
Regard,3,77.0,Medium,High,Low,Vocal,66.66666666666666,3.143333333333333,66.66666666666666,edm
Regarde Les Hommes Tomber,5,18.6,Low,High,Low,Instrumental,0.0,6.029999999999999,0.0,black-metal
Regen zum Schlafen,3,37.0,Low,High,Low,Instrumental,0.0,2.8866666666666667,0.0,sleep
Regents,1,42.0,Medium,High,Low,Vocal,0.0,4.22,100.0,dubstep
Reggie P,2,36.5,High,Medium,Low,Vocal,0.0,3.27,50.0,blues
Regina Alcover,1,34.0,Low,Medium,Low,Vocal,0.0,2.4,0.0,rock-n-roll
Regina Costa,1,22.0,High,Low,Low,Vocal,0.0,2.95,0.0,guitar
Regina Spektor,3,63.333333333333336,Medium,Low,Low,Vocal,0.0,3.1799999999999997,0.0,piano
Reginaldo Rossi,8,43.0,Medium,Medium,Low,Vocal,0.0,3.63375,0.0,forro
Regnør,2,60.5,Low,Low,Low,Instrumental,0.0,2.6100000000000003,0.0,piano
Regurgitate,7,12.142857142857142,Low,High,Low,Instrumental,14.285714285714285,1.1199999999999999,0.0,grindcore
Rehmahz,4,18.0,Medium,Medium,Low,Vocal,0.0,2.77,100.0,afrobeat
Rei Harakami,30,14.366666666666667,Medium,Medium,Low,Instrumental,0.0,4.415,10.0,idm
Rei Yasuda,1,52.0,Medium,High,Low,Vocal,0.0,3.94,0.0,anime
Reignwolf,2,58.5,Low,High,Low,Vocal,0.0,3.39,0.0,blues
Reijo Taipale,6,19.0,Medium,Low,Low,Vocal,0.0,3.231666666666667,16.666666666666664,tango
Reik,4,0.75,High,High,Low,Vocal,0.0,3.62,100.0,latin
Reiki Armonía,20,25.15,Low,Low,Low,Instrumental,0.0,3.647,25.0,world-music
Reinaldo,7,39.857142857142854,Medium,Low,Low,Vocal,0.0,3.79,14.285714285714285,samba
Reinhard Mey,1,38.0,Medium,Low,Low,Vocal,0.0,3.87,0.0,german
Reinier Zonneveld,3,56.0,High,High,Low,Instrumental,0.0,3.27,33.33333333333333,techno
Reivaj Ebol,2,58.0,Low,Low,Low,Instrumental,0.0,2.82,0.0,piano
Rejecta,5,25.0,Medium,High,Low,Vocal,0.0,3.7700000000000005,60.0,hardstyle
Rekha Bhardwaj,4,60.25,Low,Low,Low,Vocal,0.0,4.3175,75.0,pop-film
Rekishi,2,33.0,Medium,High,Low,Vocal,0.0,3.8950000000000005,100.0,j-rock
Relajación océano y olas,2,22.0,Low,Low,Low,Vocal,0.0,3.245,0.0,world-music
Relaxation Meditation Songs Divine,1,39.0,Low,Low,Low,Instrumental,0.0,3.87,0.0,sleep
Relaxing Music Therapy,6,5.333333333333333,Low,Medium,Low,Instrumental,0.0,3.1799999999999997,16.666666666666664,sleep
Rella,1,59.0,High,Medium,Low,Vocal,100.0,3.11,100.0,emo
Rels B,8,65.125,High,Medium,Low,Vocal,50.0,3.3025,37.5,spanish
Rema,1,92.0,High,High,Low,Vocal,0.0,3.99,100.0,pop
Remember of Today,3,39.333333333333336,Medium,High,Low,Vocal,0.0,4.526666666666666,0.0,punk
Remmi Demmi Boys,1,24.0,Medium,High,Low,Vocal,0.0,3.13,0.0,party
Remzcore,1,61.0,Medium,High,Low,Vocal,0.0,3.84,0.0,french
Renacer,2,20.0,Low,High,Low,Vocal,0.0,4.265,0.0,heavy-metal
Renanzin Pressão,2,39.0,High,High,Low,Vocal,0.0,2.355,50.0,forro
Renascer Praise,6,41.833333333333336,Medium,Medium,Low,Vocal,0.0,6.364999999999999,0.0,gospel
Renata Tebaldi,1,44.0,Medium,Low,Low,Vocal,0.0,3.07,0.0,opera
Renato Milagres,1,35.0,Medium,High,Low,Vocal,0.0,3.76,0.0,samba
Renato Russo,3,45.0,Medium,Medium,Low,Vocal,0.0,4.603333333333333,66.66666666666666,brazil
Renato Teixeira,3,44.0,Medium,Low,Low,Vocal,0.0,3.9599999999999995,33.33333333333333,mpb
Renato da Rocinha,3,39.666666666666664,Medium,High,Low,Vocal,0.0,5.91,33.33333333333333,samba
Renaud,8,33.875,Medium,Medium,Low,Vocal,0.0,3.15375,0.0,french
Rend Collective,16,44.75,Medium,High,Low,Vocal,0.0,3.94625,12.5,world-music
Rendezvous At Two,1,59.0,High,Medium,Low,Vocal,100.0,4.21,0.0,soul
Rene & Angela,1,32.0,Medium,Low,Low,Vocal,0.0,5.02,0.0,disco
Rene Liu,4,51.5,Medium,Medium,Low,Vocal,0.0,4.695,0.0,mandopop
Renegade,1,18.0,Medium,High,Low,Vocal,0.0,3.97,100.0,drum-and-bass
Reneé Dominique,1,61.0,Low,Low,Low,Vocal,0.0,3.16,100.0,indie
Renjini Renjith,1,35.0,Medium,Medium,Low,Vocal,0.0,4.62,100.0,malay
Rennie Pilgrem,4,11.5,High,High,Low,Instrumental,0.0,7.1775,75.0,breakbeat
Renno,1,44.0,Medium,High,Low,Vocal,0.0,2.54,100.0,forro
Reno & Smiley,4,22.75,Medium,Medium,Low,Vocal,0.0,2.4575,0.0,bluegrass
René Aubry,2,24.5,Medium,Low,Low,Mixed,0.0,2.13,0.0,ambient
René LaVice,5,16.8,Medium,High,Low,Vocal,0.0,4.154,60.0,drum-and-bass
René Sobral,1,37.0,Medium,High,Low,Vocal,0.0,3.34,0.0,samba
René van Kooten,2,18.0,Medium,Low,Low,Vocal,0.0,3.1849999999999996,0.0,disney
Renée Elise Goldsberry,3,67.0,High,Low,Low,Vocal,0.0,4.366666666666666,100.0,show-tunes
Renée Fleming,1,22.0,Low,Low,Low,Vocal,0.0,3.6,100.0,opera
ReoNa,6,54.666666666666664,Medium,High,Low,Vocal,0.0,4.3500000000000005,0.0,anime
Reol,4,57.5,Medium,High,Low,Vocal,0.0,3.595,25.0,anime
Replikas,2,29.5,Medium,Medium,Low,Vocal,0.0,4.984999999999999,0.0,psych-rock
Repugnant,5,23.4,Low,High,Low,Vocal,20.0,4.268,0.0,death-metal
Repulsion,1,17.0,Low,High,Low,Instrumental,0.0,1.76,0.0,grindcore
Requiem,2,21.0,Medium,Medium,Low,Vocal,0.0,2.855,50.0,hardstyle
Resgate,3,39.0,Low,Medium,Low,Vocal,0.0,4.53,33.33333333333333,gospel
Reshma,1,43.0,Medium,Medium,Low,Vocal,0.0,6.48,100.0,folk
Resistencia Suburbana,6,36.0,High,Medium,Low,Vocal,0.0,4.575,0.0,ska
Resit Kemal,1,41.0,Medium,Medium,Low,Vocal,0.0,2.27,100.0,turkish
Ressurectz,1,20.0,Low,High,Moderate,Vocal,0.0,2.95,0.0,hardstyle
Restless Road,2,61.0,Low,Medium,Low,Vocal,0.0,3.315,50.0,country
Restrained,2,10.5,Medium,High,Low,Vocal,50.0,3.8150000000000004,100.0,hardcore
Retroj,7,19.428571428571427,High,Medium,Low,Vocal,28.57142857142857,1.9342857142857142,28.57142857142857,club
Retrospect,3,13.0,Medium,High,Low,Vocal,0.0,3.9066666666666667,0.0,hardstyle
Rev Theory,2,13.5,Low,High,Low,Vocal,0.0,4.12,0.0,blues
Revart,1,41.0,Medium,High,Low,Vocal,0.0,2.94,0.0,turkish
Revelators,1,21.0,Medium,High,Low,Vocal,0.0,2.66,0.0,hardstyle
Revelries,2,61.5,Medium,High,Low,Vocal,0.0,2.8499999999999996,50.0,edm
Revenge The Fate,11,25.0,Medium,High,Low,Vocal,0.0,3.700909090909091,0.0,death-metal
Reverend Glasseye,1,24.0,Medium,High,Low,Vocal,0.0,3.07,0.0,goth
Revizia,1,17.0,High,Medium,Low,Instrumental,0.0,3.28,0.0,club
Revol,1,3.0,High,Medium,Low,Vocal,0.0,4.74,100.0,latino
Revolting Cocks,4,21.25,Medium,High,Low,Vocal,0.0,4.9625,0.0,industrial
Rewildz,3,21.0,Medium,High,Low,Vocal,0.0,3.143333333333333,66.66666666666666,hardstyle
Rewind,2,51.0,Medium,Low,Low,Vocal,0.0,2.7800000000000002,100.0,chill
Rex Williams,1,46.0,Medium,Medium,Low,Vocal,0.0,3.22,0.0,afrobeat
