artist,total_tracks,spotify_popularity,danceability,energy,speechiness,instrumentalness,pct_explicit_tracks,duration_min,feature_pct,spotify_track_genre
GEISHA GIRLS,1,25.0,High,Medium,Low,Vocal,0.0,4.61,0.0,techno
GEMINI,5,57.4,Medium,Medium,Low,Vocal,20.0,3.132,20.0,chill
GENERATIONS from EXILE TRIBE,1,53.0,Medium,High,Low,Vocal,0.0,4.55,0.0,j-pop
GFRIEND,1,69.0,Medium,High,Low,Vocal,0.0,3.32,0.0,k-pop
GG Magree,6,48.0,Medium,High,Low,Vocal,33.33333333333333,2.796666666666667,16.666666666666664,dub
GHASTLY,4,47.75,Low,High,Low,Vocal,25.0,3.46,75.0,dub
GIMS,5,52.6,High,High,Low,Vocal,20.0,3.7060000000000004,60.0,french
GING NANG BOYZ,2,31.0,Low,High,Low,Vocal,50.0,8.675,0.0,j-rock
GIRLFRIEND,2,46.0,Medium,High,Low,Vocal,0.0,3.97,0.0,j-idol
GIRLI,1,68.0,Medium,Medium,Low,Vocal,100.0,2.93,0.0,indie-pop
GIT,5,30.4,Medium,Medium,Low,Vocal,0.0,3.9939999999999998,0.0,punk-rock
GIULIA BE,2,23.0,Medium,Medium,Low,Vocal,0.0,2.56,0.0,funk
GLAY,10,34.7,Medium,High,Low,Vocal,0.0,5.099,20.0,j-rock
GLIM SPANKY,1,29.0,Low,High,Low,Vocal,0.0,4.41,0.0,garage
GLUM,1,26.0,Medium,Medium,Low,Mixed,0.0,4.22,0.0,grunge
GMS,1,36.0,Medium,High,Low,Instrumental,0.0,7.8,100.0,trance
GNTN,1,36.0,High,High,Low,Instrumental,0.0,6.82,100.0,techno
GODA,1,37.0,Medium,Low,Low,Instrumental,0.0,3.8,0.0,piano
GOING STEADY,4,34.0,Low,High,Low,Vocal,100.0,4.9350000000000005,0.0,j-rock
GOKO!,2,0.0,High,Medium,Low,Vocal,100.0,2.91,0.0,turkish
GORDÃO DO PC,1,46.0,Medium,Medium,Moderate,Vocal,100.0,2.71,100.0,funk
GPF,1,54.0,High,High,Moderate,Vocal,0.0,2.37,100.0,hardcore
GRANRODEO,1,49.0,Medium,High,Low,Vocal,0.0,4.77,0.0,anime
GRAVEDGR,3,52.0,Medium,High,Moderate,Vocal,66.66666666666666,3.143333333333333,33.33333333333333,electronic
GReeeN,3,39.666666666666664,High,Medium,Low,Vocal,33.33333333333333,3.643333333333333,0.0,german
GReeeeN,14,33.92857142857143,Medium,High,Low,Vocal,0.0,4.262142857142857,0.0,j-rock
GSoul,2,59.5,Medium,Low,Low,Vocal,0.0,2.925,0.0,chill
GUFI,6,39.333333333333336,Medium,High,Low,Vocal,50.0,3.2583333333333333,0.0,punk-rock
GV3,1,40.0,Medium,Medium,Low,Vocal,0.0,3.75,100.0,gospel
GVBBZ,1,29.0,Medium,High,Low,Vocal,0.0,3.48,0.0,hardstyle
GWS,8,24.5,High,Medium,Low,Vocal,0.0,3.14875,75.0,malay
GXD,3,25.333333333333332,Medium,High,Low,Vocal,0.0,4.966666666666667,66.66666666666666,trance
GZA,1,66.0,High,Medium,Moderate,Vocal,100.0,3.5,100.0,hardcore
Gaab,1,50.0,Medium,Low,Moderate,Vocal,0.0,3.22,100.0,funk
Gaahls WYRD,1,18.0,Low,High,Low,Instrumental,0.0,7.3,0.0,black-metal
Gabb MC,2,50.0,Medium,Medium,Low,Vocal,100.0,5.015,100.0,funk
Gabbana,1,27.0,Medium,High,Low,Instrumental,0.0,6.65,0.0,deep-house
Gabber Eleganza,1,15.0,Medium,High,Low,Instrumental,0.0,4.11,0.0,club
Gabby Barrett,24,8.833333333333334,Medium,Medium,Low,Vocal,0.0,3.40375,8.333333333333332,country
Gabi Martins,1,50.0,High,High,Low,Vocal,0.0,3.11,100.0,sertanejo
Gabi Porto,1,37.0,Low,Low,Low,Vocal,0.0,3.61,0.0,disney
Gabi Sampaio,8,42.25,Low,Medium,Low,Vocal,0.0,7.10125,50.0,gospel
Gabino Pampini,3,33.0,High,High,Low,Vocal,0.0,4.39,0.0,salsa
Gabriel Ananda,1,39.0,High,Medium,Low,Instrumental,0.0,6.34,0.0,minimal-techno
Gabriel Brito,18,43.94444444444444,Medium,Low,Low,Vocal,0.0,3.8466666666666662,11.11111111111111,brazil
Gabriel Diniz,6,43.166666666666664,Medium,High,Low,Vocal,0.0,2.698333333333333,16.666666666666664,forro
Gabriel EMC,1,39.0,Medium,Medium,Low,Vocal,0.0,3.76,100.0,reggaeton
Gabriel Elias,4,44.75,Medium,Low,Low,Vocal,0.0,3.5300000000000002,50.0,brazil
Gabriel Fauré,3,0.0,Low,Low,Low,Instrumental,0.0,5.236666666666667,100.0,classical
Gabriel Gava,1,45.0,Low,Medium,Low,Vocal,0.0,3.64,100.0,sertanejo
Gabriel Gonti,2,41.0,Medium,Medium,Low,Vocal,0.0,2.9349999999999996,0.0,mpb
Gabriel Guedes de Almeida,15,42.4,Low,Low,Low,Vocal,0.0,5.001333333333333,13.333333333333334,gospel
Gabriel O Pensador,2,44.0,High,Medium,Low,Vocal,0.0,4.875,0.0,brazil
Gabriel Vitel,1,53.0,High,Medium,Low,Vocal,0.0,3.73,100.0,french
Gabriel Yared,2,51.0,Low,Low,Low,Instrumental,0.0,2.16,0.0,ambient
Gabriela Gomes,5,43.6,Medium,Medium,Low,Vocal,0.0,5.444,60.0,gospel
Gabriela Montero,1,0.0,Low,Low,Low,Instrumental,0.0,4.43,0.0,piano
Gabriela Rocha,21,40.523809523809526,Low,Medium,Low,Vocal,0.0,5.686190476190476,4.761904761904762,gospel
Gabriela Vega,1,33.0,High,High,Low,Vocal,0.0,3.78,0.0,anime
Gabriella Vargas Luna,1,48.0,Medium,Low,Low,Instrumental,0.0,2.23,0.0,guitar
Gabrielle,4,32.25,Medium,Medium,Low,Vocal,0.0,3.455,0.0,british
Gabrielle Aplin,21,34.42857142857143,Medium,Medium,Low,Vocal,0.0,3.5538095238095235,4.761904761904762,acoustic
Gabry Ponte,3,50.666666666666664,Medium,High,Low,Vocal,0.0,2.6733333333333333,100.0,edm
Gabríel Ólafs,3,55.666666666666664,Low,Low,Low,Instrumental,0.0,3.28,0.0,ambient
Gaby Baginsky,1,30.0,High,High,Low,Vocal,0.0,3.01,0.0,disco
Gaby Moreno,1,0.0,Medium,Low,Low,Vocal,0.0,3.52,0.0,alternative
Gaby Zambrano,1,35.0,High,Medium,Low,Vocal,0.0,4.47,0.0,salsa
Gaccio,1,36.0,High,Low,Low,Instrumental,0.0,2.23,0.0,study
Gadget,7,11.571428571428571,Low,High,Low,Vocal,0.0,1.3185714285714287,0.0,grindcore
Gaerea,1,18.0,Low,High,Low,Instrumental,0.0,4.76,0.0,black-metal
Gaetano Donizetti,9,12.333333333333334,Low,Low,Low,Vocal,0.0,5.097777777777778,100.0,opera
Gagul Joseph,1,19.0,Medium,Medium,Low,Vocal,0.0,3.49,100.0,malay
Gah Bernardes,1,46.0,Medium,High,Low,Vocal,0.0,2.4,0.0,sertanejo
Gaho,2,62.5,Medium,High,Low,Vocal,0.0,3.37,0.0,k-pop
Gail Blanco,4,26.75,High,Medium,Low,Vocal,0.0,3.9475000000000002,0.0,acoustic
Gajendra Verma,3,68.33333333333333,High,Medium,Low,Vocal,0.0,3.67,0.0,pop-film
Gal Costa,9,40.0,Medium,Medium,Low,Vocal,0.0,4.316666666666666,22.22222222222222,mpb
Galantis,11,26.454545454545453,High,High,Low,Vocal,0.0,2.6836363636363636,36.36363636363637,edm
Galaxy 2 Galaxy,7,15.428571428571429,Medium,High,Low,Instrumental,0.0,5.451428571428571,14.285714285714285,chicago-house
Galee Galee,2,41.5,Medium,Medium,Low,Vocal,100.0,3.625,100.0,latino
Galenskaparna & After Shave,3,40.666666666666664,High,Medium,Low,Vocal,0.0,2.89,0.0,swedish
Galileo Galilei,3,48.333333333333336,Medium,High,Low,Vocal,0.0,4.816666666666666,0.0,anime
Gallows,1,29.0,Low,High,Low,Vocal,100.0,2.85,0.0,hardcore
Galocantô,2,37.0,Medium,High,Low,Vocal,0.0,3.67,0.0,samba
Galy Galiano,14,31.214285714285715,Medium,Medium,Low,Vocal,0.0,3.8478571428571433,0.0,salsa
Gamadinho,2,48.5,Medium,Medium,Low,Vocal,0.0,3.425,0.0,pagode
Gamação,1,46.0,Medium,High,Low,Vocal,0.0,2.99,0.0,pagode
Gambi,1,78.0,High,Medium,Low,Vocal,0.0,2.06,0.0,french
Gammer,19,32.10526315789474,Medium,High,Low,Vocal,21.052631578947366,3.3278947368421052,84.21052631578947,happy
Gandalf,1,48.0,Low,Low,Low,Instrumental,0.0,1.63,0.0,new-age
Gang Starr,3,64.66666666666667,High,High,Low,Vocal,100.0,3.4233333333333333,33.33333333333333,hardcore
Gangrena Gasosa,7,27.285714285714285,Medium,High,Low,Vocal,100.0,3.0042857142857144,0.0,death-metal
Gans Anders,1,36.0,Medium,High,Low,Vocal,0.0,2.73,0.0,hardstyle
Gappy Ranks,1,34.0,High,Medium,Low,Vocal,0.0,3.79,0.0,dancehall
Gareth Emery,11,49.63636363636363,Medium,High,Low,Vocal,0.0,3.483636363636364,63.63636363636363,trance
Gareth.T,1,59.0,High,Medium,Low,Vocal,100.0,2.5,0.0,chill
Garhelenth,11,0.0,Low,High,Low,Instrumental,0.0,4.514545454545455,0.0,iranian
Garmiani,1,53.0,Medium,High,Low,Vocal,0.0,2.64,0.0,edm
Garnett Silk,3,9.0,High,Medium,Low,Vocal,0.0,3.7900000000000005,0.0,dancehall
Garotos de Ouro,2,47.5,High,High,Low,Vocal,0.0,3.955,0.0,sertanejo
Garreth Broke,1,57.0,Low,Low,Low,Instrumental,0.0,2.22,0.0,piano
Garreth Maher,1,46.0,Medium,High,Low,Vocal,0.0,2.62,0.0,deep-house
Garrett Kato,2,64.5,Medium,Low,Low,Vocal,0.0,2.805,0.0,folk
Garrobos,1,31.0,Medium,High,Low,Vocal,0.0,2.89,0.0,hardcore
Garry Sandhu,1,65.0,High,Medium,Low,Vocal,0.0,3.13,0.0,pop
Gary Allan,1,0.0,Medium,High,Low,Vocal,0.0,3.85,0.0,country
Gary Beck,1,17.0,High,High,Low,Vocal,0.0,6.39,0.0,minimal-techno
Gary Chaw,2,37.5,Low,Low,Low,Vocal,0.0,4.965,0.0,mandopop
Gary Clark Jr.,1,61.0,Medium,High,Low,Vocal,0.0,3.23,100.0,blues
Gary Gulman,11,20.181818181818183,Medium,High,High,Vocal,100.0,3.189090909090909,0.0,comedy
Gary Lightbody,1,36.0,Low,Medium,Low,Vocal,0.0,4.1,100.0,british
Gary Moore,5,56.6,Medium,Medium,Low,Vocal,0.0,4.15,20.0,blues
Gary Numan,1,63.0,Medium,Medium,Low,Vocal,0.0,3.98,0.0,synth-pop
Gary Stadler,6,22.166666666666668,Low,Low,Low,Instrumental,0.0,4.955,50.0,new-age
Garçons,2,36.5,Medium,Medium,Low,Instrumental,0.0,4.77,0.0,club
Gastel,1,40.0,High,High,Low,Mixed,0.0,3.07,0.0,club
Gata Cattana,1,28.0,Medium,Medium,Low,Vocal,0.0,2.84,0.0,spanish
Gatecreeper,4,23.5,Low,High,Low,Mixed,0.0,3.6625,0.0,death-metal
Gateway Worship,4,42.25,Low,Low,Low,Vocal,0.0,6.39,75.0,world-music
Gatinha Manhosa,1,42.0,Low,High,Low,Vocal,0.0,3.41,0.0,forro
Gatlin,1,69.0,High,Medium,Low,Vocal,0.0,2.64,0.0,alternative
Gatton,2,59.0,Medium,Low,Low,Vocal,0.0,3.3449999999999998,50.0,singer-songwriter
Gaullin,6,62.666666666666664,High,High,Low,Vocal,16.666666666666664,2.6950000000000003,50.0,electronic
Gaute Adela Aastorp Cudjoe,1,19.0,Medium,High,Low,Vocal,0.0,3.49,0.0,disney
Gavin Greenaway,1,0.0,Low,Low,Low,Instrumental,0.0,1.33,100.0,british
Gavin Haley,2,56.0,Medium,Low,Low,Vocal,50.0,2.7350000000000003,50.0,chill
Gavin Luke,5,49.2,Low,Low,Low,Instrumental,0.0,2.9059999999999997,0.0,ambient
Gavin Mikhail,3,41.333333333333336,Medium,Medium,Low,Vocal,0.0,3.723333333333333,66.66666666666666,piano
Gawm,1,44.0,Medium,High,Low,Vocal,100.0,3.4,100.0,dub
Gaye Su Akyol,4,34.25,Medium,Low,Low,Vocal,0.0,4.035,0.0,j-rock
Gaze,3,16.666666666666668,Medium,High,Low,Vocal,0.0,2.39,0.0,club
Gaël Faye,1,33.0,High,Medium,Low,Vocal,0.0,3.54,0.0,french
Gaëtan Roussel,1,35.0,Medium,Medium,Low,Vocal,0.0,3.97,0.0,french
Gaúcho Da Fronteira,1,43.0,High,High,Low,Vocal,0.0,3.35,100.0,sertanejo
Gece,5,40.6,Medium,High,Low,Vocal,0.0,3.6420000000000003,0.0,turkish
Gece Yolcuları,1,38.0,Medium,Medium,Low,Vocal,0.0,4.79,0.0,turkish
Geck-O,1,23.0,Medium,High,Low,Vocal,100.0,3.51,100.0,hardstyle
Gee Tee,1,25.0,Low,High,Low,Instrumental,0.0,1.87,0.0,garage
Gehenna,2,16.5,Low,High,Low,Instrumental,0.0,4.225,0.0,black-metal
Geier Sturzflug,1,27.0,Medium,High,Low,Vocal,0.0,4.29,0.0,party
Gekkenhuys,5,32.0,Medium,High,Low,Vocal,80.0,3.086,80.0,hardstyle
Gelena Velikanova,14,0.5714285714285714,Medium,Low,Low,Vocal,0.0,2.8264285714285715,7.142857142857142,romance
Gen Hoshino,7,51.57142857142857,Medium,Medium,Low,Vocal,0.0,3.9528571428571424,0.0,acoustic
Gene Karz,2,21.0,Medium,High,Low,Instrumental,0.0,5.9,100.0,minimal-techno
Gene Loves Jezebel,1,24.0,Medium,High,Low,Vocal,0.0,3.76,0.0,goth
Gene Vincent,3,43.0,Medium,Medium,Low,Vocal,0.0,2.4033333333333333,33.33333333333333,rockabilly
Gene Vincent & His Blue Caps,7,31.571428571428573,Medium,Medium,Low,Vocal,0.0,2.295714285714286,0.0,rock-n-roll
Generacion 2000,1,30.0,Medium,Medium,Low,Vocal,0.0,3.4,0.0,rock-n-roll
General Degree,4,27.75,High,High,Low,Vocal,0.0,3.3925,0.0,dancehall
General Knas,7,30.428571428571427,Medium,Medium,Low,Vocal,0.0,3.8871428571428575,71.42857142857143,dancehall
General Midi,3,15.333333333333334,Medium,High,Low,Vocal,0.0,5.386666666666667,0.0,breakbeat
General Surgery,4,13.5,Low,High,Low,Instrumental,0.0,2.3025,0.0,grindcore
Generdyn,1,50.0,Medium,High,Low,Vocal,0.0,2.88,100.0,blues
Generic Animal,1,36.0,Medium,Medium,Low,Vocal,100.0,3.79,100.0,emo
Genetikk,1,39.0,Medium,Medium,Moderate,Vocal,100.0,2.78,100.0,german
Genevieve Melton,1,60.0,Medium,Low,Low,Instrumental,0.0,2.73,0.0,piano
Genevieve Stokes,5,15.6,Medium,Low,Low,Vocal,0.0,2.28,0.0,alternative
Genghis Tron,2,13.0,Low,High,Low,Instrumental,0.0,2.9850000000000003,0.0,grindcore
Genitorturers,2,20.5,Medium,High,Low,Vocal,50.0,4.875,0.0,industrial
Gentle Bones,4,58.0,Medium,Medium,Low,Vocal,0.0,2.7075,25.0,chill
Gentle Giant,2,50.0,Low,Low,Low,Vocal,0.0,4.195,0.0,j-rock
Gentlemens Club,1,44.0,Medium,Medium,Low,Vocal,100.0,3.25,100.0,dubstep
Gentrammel,1,71.0,Medium,Medium,Low,Vocal,100.0,2.9,0.0,sad
GeoM,2,46.5,Medium,Medium,Low,Vocal,0.0,4.88,100.0,groove
Georg Riedel,1,37.0,Medium,Low,Low,Vocal,0.0,2.12,100.0,jazz
Georg Valeks,1,59.0,Low,Low,Low,Instrumental,0.0,3.6,0.0,sleep
George Benson,8,39.5,Medium,Low,Low,Vocal,0.0,4.6925,0.0,guitar
George Bruns,13,20.923076923076923,Medium,Low,Low,Vocal,0.0,2.382307692307692,0.0,disney
George Dalaras,18,23.944444444444443,Medium,Medium,Low,Vocal,0.0,3.606111111111111,44.44444444444444,guitar
George Davidson,1,48.0,Low,Low,Low,Instrumental,0.0,4.45,0.0,new-age
George Ezra,8,73.375,Medium,High,Low,Vocal,0.0,3.24125,0.0,folk
George Fenton,1,57.0,Low,Low,Low,Instrumental,0.0,1.11,0.0,british
George FitzGerald,4,47.0,Medium,Medium,Low,Vocal,0.0,3.3925,100.0,garage
George Frideric Handel,14,2.7857142857142856,Medium,Low,Low,Mixed,0.0,3.6557142857142857,100.0,classical
George Gershwin,2,0.0,Low,Low,Low,Vocal,0.0,6.6,100.0,classical
George Harrison,1,75.0,Medium,High,Low,Vocal,0.0,4.69,0.0,folk
George Henrique & Rodrigo,7,45.857142857142854,High,Medium,Low,Vocal,0.0,3.2457142857142856,14.285714285714285,sertanejo
George Howard,1,45.0,Medium,Medium,Low,Mixed,0.0,6.35,0.0,jazz
George Jones,332,16.072289156626507,Medium,Low,Low,Vocal,0.0,2.7677710843373493,21.686746987951807,honky-tonk
"George Kahumoku, Jr.",1,26.0,Medium,Low,Low,Instrumental,0.0,5.56,0.0,guitar
George Kuo,1,23.0,Medium,Low,Low,Instrumental,0.0,4.45,0.0,guitar
George Lam,9,27.666666666666668,Medium,Low,Low,Vocal,0.0,4.308888888888889,44.44444444444444,cantopop
George Lopez,13,21.153846153846153,Medium,High,High,Vocal,100.0,4.276923076923077,0.0,comedy
George McCrae,2,31.0,Medium,Medium,Low,Vocal,0.0,3.425,50.0,disco
George Mensah,1,24.0,High,High,Low,Mixed,0.0,3.33,0.0,groove
George Ogilvie,1,55.0,Medium,Medium,Low,Vocal,0.0,5.12,0.0,british
George Perris,2,22.5,Low,Medium,Low,Vocal,0.0,2.955,50.0,opera
George Salazar,6,29.833333333333332,Medium,Low,Low,Vocal,0.0,4.343333333333334,83.33333333333334,show-tunes
George Skaroulis,7,20.0,Low,Low,Low,Instrumental,0.0,3.117142857142857,0.0,new-age
George Strait,9,7.888888888888889,Medium,Low,Low,Vocal,0.0,2.5877777777777777,0.0,country
George Thorogood & The Destroyers,2,35.5,Low,High,Low,Vocal,0.0,4.140000000000001,0.0,blues
George Winston,37,21.783783783783782,Medium,Low,Low,Instrumental,0.0,3.935405405405405,0.0,new-age
Georges Bizet,51,25.137254901960784,Low,Low,Low,Vocal,0.0,2.688235294117647,100.0,opera
Georges Brassens,2,32.0,Medium,Low,Low,Vocal,0.0,3.2,0.0,french
Georges Delerue,1,37.0,Low,Low,Low,Instrumental,0.0,2.25,100.0,french
Georgi Vinogradov,7,16.428571428571427,Medium,Low,Low,Vocal,0.0,3.43,57.14285714285714,romance
Georgia Castro,2,44.5,Medium,Low,Low,Vocal,0.0,3.63,0.0,mpb
Georgio,9,33.55555555555556,Medium,Medium,Low,Vocal,66.66666666666666,3.643333333333333,22.22222222222222,french
Gerald Barry,5,0.0,Medium,Low,Low,Vocal,0.0,17.334,100.0,british
Gerald Finzi,2,27.5,Low,Low,Low,Instrumental,0.0,3.83,100.0,british
Geraldo Azevedo,8,38.5,Medium,Low,Low,Vocal,0.0,3.69375,37.5,mpb
Geraldo Pino,1,17.0,High,High,Low,Instrumental,0.0,2.84,100.0,afrobeat
Geraldo Vandre,1,37.0,Medium,Medium,Low,Vocal,0.0,3.75,0.0,samba
Gerap Gurita,1,38.0,Medium,High,Low,Vocal,0.0,3.81,0.0,punk
Gerardo Paz,1,23.0,Medium,Medium,Low,Instrumental,0.0,2.12,0.0,guitar
Gerd Holtenau,1,26.0,Low,Low,Low,Vocal,0.0,0.76,0.0,disney
Germaine Franco,106,24.150943396226417,Low,Low,Low,Instrumental,0.0,1.9833018867924528,0.0,disney
German Brigante,1,33.0,High,Medium,Low,Instrumental,0.0,6.65,0.0,minimal-techno
Germanini,1,43.0,High,High,Low,Vocal,100.0,3.65,100.0,reggae
Germs,1,32.0,Low,High,Low,Vocal,0.0,1.5,0.0,hardcore
Germán Montero,1,43.0,Medium,High,Low,Vocal,0.0,2.25,0.0,r-n-b
Gernotshagen,1,17.0,Low,High,Low,Instrumental,0.0,4.04,0.0,black-metal
Gerry & The Pacemakers,4,49.25,Medium,Low,Low,Vocal,0.0,2.43,0.0,british
Gerry Rafferty,2,37.0,High,Low,Low,Vocal,0.0,4.46,0.0,country
Gerry Read,1,56.0,High,High,Low,Vocal,0.0,2.44,100.0,garage
Gershom Penugula,1,43.0,Medium,Medium,Low,Vocal,0.0,2.74,0.0,indie
Gershon Jackson,15,12.0,High,High,Low,Vocal,0.0,6.1146666666666665,100.0,chicago-house
Gerson Rufino,37,41.54054054054054,Medium,Medium,Low,Vocal,0.0,4.173783783783784,0.0,gospel
Gersson Edinbaro,28,25.642857142857142,Medium,High,Low,Vocal,0.0,5.586428571428571,0.0,malay
Gerusa Barros,1,38.0,Medium,Medium,Low,Vocal,0.0,4.04,0.0,gospel
Gesaffelstein,22,42.59090909090909,Medium,High,Low,Instrumental,4.545454545454546,3.776818181818182,18.181818181818183,club
Gescom,2,10.5,Medium,High,Low,Mixed,0.0,9.629999999999999,0.0,idm
Geskia!,1,8.0,Low,Low,Low,Instrumental,0.0,3.39,100.0,idm
Gestört aber GeiL,6,1.1666666666666667,High,Low,Low,Vocal,0.0,3.158333333333333,100.0,german
Get Dead,9,29.88888888888889,Medium,High,Low,Vocal,33.33333333333333,2.7022222222222223,0.0,acoustic
Get Scared,3,52.666666666666664,Low,High,Low,Vocal,0.0,3.51,0.0,metalcore
Geto Boys,2,64.0,High,Medium,Low,Vocal,100.0,5.165,0.0,hardcore
Ghauri,2,38.5,Medium,Medium,Low,Vocal,0.0,2.41,100.0,electro
Ghetto Boy,1,54.0,High,Medium,Low,Vocal,100.0,2.72,0.0,dancehall
Ghibran,4,59.0,Medium,Medium,Low,Vocal,0.0,4.335,100.0,pop-film
Ghost,30,32.733333333333334,Medium,High,Low,Vocal,3.3333333333333335,4.05,0.0,hard-rock
Ghost Rider,3,41.0,High,Medium,Low,Vocal,0.0,4.9799999999999995,66.66666666666666,trance
Ghost Stories,4,37.25,Low,High,Low,Vocal,0.0,4.65,100.0,hardstyle
Ghost Town,3,29.333333333333332,Medium,High,Low,Vocal,66.66666666666666,3.9533333333333336,0.0,trance
GhostDragon,8,36.375,Medium,Medium,Low,Vocal,0.0,3.29,100.0,dub
Ghostemane,1,76.0,High,High,Low,Mixed,100.0,2.53,0.0,hip-hop
Ghoultown,4,21.5,Medium,High,Low,Vocal,0.0,3.1675000000000004,0.0,goth
Giacomo Meyerbeer,1,19.0,Low,Low,Low,Vocal,0.0,3.53,100.0,opera
Giacomo Puccini,66,25.28787878787879,Low,Low,Low,Vocal,0.0,3.402121212121212,100.0,opera
Gian & Giovani,7,46.0,Medium,Medium,Low,Vocal,0.0,3.6914285714285713,0.0,sertanejo
Gianni Bismark,1,35.0,Medium,Medium,Low,Vocal,0.0,3.05,0.0,emo
Gibun,1,37.0,Medium,Low,Low,Instrumental,0.0,1.55,0.0,study
Gideon,12,24.666666666666668,Medium,High,Low,Vocal,25.0,3.4,8.333333333333332,death-metal
Gifta,2,29.5,High,Medium,Moderate,Vocal,0.0,2.48,0.0,dancehall
Gigantes do Samba,3,44.666666666666664,High,High,Low,Vocal,0.0,3.5666666666666664,0.0,pagode
Giggle and Hoot,1,29.0,High,Medium,Low,Vocal,0.0,1.09,0.0,children
Gigi Leung,2,47.5,Medium,Medium,Low,Vocal,0.0,3.9349999999999996,0.0,mandopop
Gil Joe,1,17.0,High,High,Low,Vocal,0.0,2.89,0.0,afrobeat
Gil Scott-Heron,2,0.0,Medium,High,Moderate,Vocal,0.0,9.54,0.0,jazz
Gilbert O'Sullivan,1,30.0,Medium,Medium,Low,Vocal,0.0,3.69,0.0,disco
Gilberto Gil,16,39.1875,Medium,High,Low,Vocal,0.0,4.4075,31.25,samba
Gilberto Puente,2,20.5,Medium,Low,Low,Instrumental,0.0,2.245,0.0,guitar
Gilberto Santa Rosa,35,29.885714285714286,Medium,High,Low,Vocal,0.0,4.4388571428571435,11.428571428571429,salsa
Gilberto e Gilmar,5,47.2,Medium,Medium,Low,Vocal,0.0,3.026,40.0,sertanejo
Gilles Peterson's Havana Cultura Band,1,16.0,High,High,Low,Vocal,0.0,3.43,0.0,afrobeat
Gillian Welch,3,26.666666666666668,Medium,Low,Low,Vocal,0.0,3.8666666666666667,0.0,bluegrass
Gimmik,4,11.0,High,High,Low,Instrumental,0.0,3.5949999999999998,25.0,idm
Gin Blossoms,5,35.0,Medium,High,Low,Vocal,0.0,3.654,0.0,grunge
Gin Lee,1,49.0,Medium,Low,Low,Vocal,0.0,4.73,0.0,cantopop
Gino & Geno,3,45.0,High,High,Low,Vocal,0.0,3.3699999999999997,0.0,sertanejo
Ginuwine,1,73.0,High,Medium,Low,Vocal,100.0,4.2,0.0,soul
Gioacchino Cocchi,1,20.0,Low,Low,Low,Vocal,0.0,7.74,100.0,opera
Gioachino Rossini,12,26.0,Low,Low,Low,Vocal,0.0,5.423333333333333,100.0,opera
GionnyScandal,2,17.5,Medium,Medium,Low,Vocal,0.0,3.44,50.0,emo
Giorgia Angiuli,6,37.0,Medium,High,Low,Instrumental,0.0,5.338333333333334,33.33333333333333,techno
Giorgia Fumanti,4,24.0,Low,Low,Low,Vocal,0.0,3.7325,0.0,opera
Giorgio Moroder,1,0.0,Medium,High,Low,Instrumental,0.0,6.74,100.0,disco
Giovanni,1,45.0,Low,Low,Low,Instrumental,0.0,2.97,0.0,opera
Gio’ Gio’ Rapattoni,2,22.0,Low,Low,Low,Vocal,0.0,1.8399999999999999,50.0,disney
Gippy Grewal,1,65.0,High,High,Low,Vocal,0.0,2.33,100.0,pop
Girl Band,1,25.0,Medium,High,Low,Vocal,0.0,3.98,0.0,garage
Girl Pusher,10,16.6,Medium,High,Low,Vocal,30.0,2.104,0.0,club
Girls In Hawaii,1,34.0,High,Medium,Low,Vocal,0.0,3.63,0.0,french
Girls' Generation,1,79.0,Medium,High,Low,Vocal,0.0,3.38,0.0,k-pop
Girma Bèyènè,2,31.5,High,Medium,Low,Vocal,0.0,6.7250000000000005,100.0,afrobeat
Giro,1,33.0,Medium,High,Low,Vocal,0.0,5.54,0.0,salsa
Gisela,1,42.0,Medium,Medium,Low,Vocal,0.0,3.73,0.0,disney
Gisele Nascimento,6,40.666666666666664,Medium,Medium,Low,Vocal,0.0,4.596666666666667,0.0,gospel
Giselle Guarezi,1,60.0,Medium,Low,Low,Instrumental,0.0,1.97,0.0,piano
Giselli Cristina,2,40.5,Low,Low,Low,Vocal,0.0,5.42,0.0,gospel
Giuda,1,26.0,Medium,High,Low,Vocal,0.0,3.56,0.0,power-pop
Giuseppe Ottaviani,4,34.25,Medium,High,Low,Vocal,0.0,4.9375,100.0,trance
Giuseppe Verdi,94,21.30851063829787,Low,Low,Low,Vocal,0.0,3.506595744680851,100.0,opera
Giveon,1,84.0,Medium,Medium,Low,Vocal,0.0,3.31,0.0,pop
Gladys Knight & The Pips,2,52.0,Medium,Low,Low,Vocal,0.0,3.9450000000000003,0.0,disco
Glare,1,56.0,Low,Medium,Low,Vocal,0.0,3.6,0.0,grunge
Glasperlenspiel,1,0.0,High,High,Low,Vocal,0.0,2.64,0.0,german
Glass Animals,25,33.24,High,Medium,Low,Vocal,8.0,3.9739999999999998,8.0,indie-pop
Glass Spells,1,21.0,Medium,High,Low,Vocal,0.0,4.06,0.0,goth
Glassjaw,2,0.0,Low,High,Low,Vocal,50.0,1.4,0.0,hardcore
Glee Cast,170,39.858823529411765,Medium,High,Low,Vocal,0.0,3.5457647058823527,18.235294117647058,club
Glen Campbell,3,0.0,Medium,Low,Low,Vocal,0.0,3.0866666666666664,0.0,country
Glen Glenn,1,22.0,Medium,Medium,Low,Mixed,0.0,2.75,0.0,rockabilly
Glen Hansard,1,64.0,Low,Low,Low,Vocal,0.0,4.07,100.0,singer-songwriter
