artist,total_tracks,spotify_popularity,danceability,energy,speechiness,instrumentalness,pct_explicit_tracks,duration_min,feature_pct,spotify_track_genre,nominations,year_with_most_nominations,most_common_category,most_common_award_class,lastfm_listeners,lastfm_playcount,similar_1,similar_2,similar_3
otis redding,18,4.277777777777778,High,Low,Low,Vocal,0.0,2.7127777777777777,0.0,blues,4,1968.0,Best Album Notes,album,2156413.0,38271387.0,Otis Redding & Carla Thomas,Sam Cooke,Wilson Pickett
olivia newton-john,3,69.66666666666667,Medium,Low,Low,Vocal,0.0,3.4433333333333334,0.0,disco,4,1974.0,"Best Country Vocal Performance, Female",track,1085823.0,10041669.0,Sheena Easton,John Travolta & Olivia Newton-John,Melissa Manchester
no doubt,12,6.75,Medium,High,Low,Vocal,0.0,3.9066666666666663,8.333333333333332,alt-rock,4,2002.0,Best Pop Performance By A Duo Or Group With Vocal,track,3065113.0,65428296.0,Gwen Stefani,Garbage,Alanis Morissette
nat king cole,116,1.2155172413793105,Low,Low,Low,Vocal,0.0,2.4569827586206894,12.06896551724138,jazz,4,1991.0,"Best Performance By A ""Top 40"" Artist",track,2651190.0,37601279.0,Bing Crosby,The Nat King Cole Trio,Dean Martin
michel legrand,1,0.0,Low,Medium,Low,Vocal,0.0,2.34,0.0,french,4,1975.0,Best Instrumental Composition,other,195479.0,1986856.0,Marcelo Zarvos,Georges Delerue,Vladimir Cosma
john hartford,4,26.0,Medium,Medium,Low,Vocal,0.0,3.83,0.0,bluegrass,4,1967.0,Best Contemporary Folk Recording,track,189617.0,1552773.0,Norman Blake,Tony Rice,The Cox Family
bee gees,33,47.93939393939394,Medium,High,Low,Vocal,0.0,4.046363636363637,9.090909090909092,disco,4,1978.0,Best Arrangement For Voices,other,3005945.0,55988292.0,Robin Gibb,Andy Gibb,Barry Gibb
john lee hooker,1,58.0,Medium,Low,Low,Vocal,0.0,2.68,0.0,blues,4,1997.0,Best Traditional Blues Album,album,993608.0,13175181.0,Lightnin' Hopkins,Muddy Waters,Howlin' Wolf
laurindo almeida,1,36.0,Medium,Low,Low,Instrumental,0.0,4.46,100.0,guitar,4,1958.0,Best Album Cover - Classical,track,250321.0,1877134.0,Luiz Bonfá,Antônio Carlos Jobim,Agustin Pereyra Lucena
isaac hayes,4,0.0,Low,Medium,Low,Vocal,0.0,3.99,0.0,disco,4,1971.0,Best Engineered Recording - Non-Classical,other,892291.0,7635739.0,Curtis Mayfield,The Isley Brothers,Sly & The Family Stone
judy garland,1,0.0,Low,Low,Low,Vocal,0.0,2.75,0.0,jazz,4,1961.0,Album Of The Year (Other Than Classical),album,810920.0,5154602.0,Liza Minnelli,Barbra Streisand,Bette Midler
keith urban,2,26.5,Medium,Medium,Low,Vocal,0.0,3.62,50.0,country,4,2005.0,Best Male Country Vocal Performance,track,1014026.0,16493001.0,Tim McGraw,Kenny Chesney,Dierks Bentley
seal,10,36.7,Medium,Medium,Low,Vocal,0.0,4.436999999999999,0.0,british,4,1995.0,Best Male Pop Vocal Performance,track,1511661.0,18675032.0,Simply Red,George Michael,Sting
vampire weekend,1,64.0,Medium,High,Low,Vocal,0.0,2.94,0.0,indie-pop,4,2019.0,Best Alternative Music Album,album,3141477.0,147802752.0,Rostam,Arcade Fire,The Shins
trisha yearwood,2,0.0,Low,Low,Low,Vocal,0.0,2.725,0.0,country,4,1997.0,"Best Arrangement, Instruments and Vocals",other,327914.0,2869058.0,Faith Hill,Martina McBride,Pam Tillis
sam smith,38,9.736842105263158,Medium,Low,Low,Vocal,0.0,3.2663157894736843,5.263157894736842,pop,4,2014.0,Best New Artist,track,2695052.0,97474188.0,Adele,Jessie J,Calum Scott
alabama shakes,2,52.0,Medium,Low,Low,Vocal,0.0,4.48,0.0,blues,4,2015.0,Best Alternative Music Album,album,971431.0,22657193.0,Brittany Howard,St. Paul & The Broken Bones,The Black Keys
tracy chapman,2,76.0,Medium,Low,Low,Vocal,0.0,4.085,0.0,folk,4,1988.0,Best Contemporary Folk Recording,track,1837966.0,29874671.0,Indigo Girls,Eva Cassidy,Jennifer Warnes
sade,11,64.0909090909091,High,Medium,Low,Vocal,0.0,4.692727272727272,0.0,british,4,1985.0,Best New Artist,track,2654881.0,86333958.0,Erykah Badu,Solange,Anita Baker
elton john,47,59.87234042553192,Medium,Medium,Low,Vocal,2.127659574468085,4.167659574468085,31.91489361702128,piano,4,1986.0,Best Male Pop Vocal Performance,track,4564509.0,131016377.0,Billy Joel,Rod Stewart,Queen
lucky daye,7,30.142857142857142,High,Medium,Low,Vocal,100.0,3.2285714285714286,0.0,indie-pop,4,2019.0,Best R&B Album,track,574495.0,11834999.0,Arin Ray,Victoria Monét,Ambré
jacob collier,1,1.0,High,Low,Low,Vocal,0.0,4.35,100.0,alternative,4,2016.0,"Best Arrangement, Instrumental or A Cappella",other,446255.0,9710807.0,Vulfpeck,Cory Henry,Shaun Martin
roy orbison,11,54.0,Medium,Medium,Low,Vocal,0.0,3.1563636363636363,0.0,rockabilly,4,1980.0,Best Country Performance Duo Or Group,track,1736966.0,21234724.0,The Everly Brothers,Traveling Wilburys,Jerry Lee Lewis
thom yorke,1,59.0,Medium,Low,Low,Instrumental,0.0,3.36,0.0,electronic,4,2019.0,Best Alternative Music Album,other,1536065.0,45169447.0,Atoms for Peace,Radiohead,Burial & Four Tet & Thom Yorke
loretta lynn,4,0.0,Medium,Low,Low,Vocal,0.0,2.5275,0.0,country,4,2004.0,Best Country Album,track,407587.0,4863174.0,Tammy Wynette,Conway Twitty & Loretta Lynn,Conway Twitty
the roots,1,56.0,Medium,High,Low,Vocal,0.0,3.68,100.0,hardcore,4,2010.0,Best R&B Album,track,1844634.0,50904119.0,Common,Black Thought,Black Star
kam michael,2,45.5,Medium,Medium,Low,Vocal,100.0,2.415,100.0,emo,4,1991.0,Best Instrumental Arrangement,track,22372.0,256337.0,SuperDuperWavey,sadgods,Trick James
bill evans,3,38.333333333333336,Medium,Low,Low,Instrumental,0.0,4.7,33.33333333333333,piano,4,1963.0,Best Album Notes,track,1041807.0,22625152.0,Bill Evans Trio,Bill Evans & Jim Hall,Stan Getz & Bill Evans
brandi carlile,21,20.285714285714285,Medium,Medium,Low,Vocal,0.0,3.9247619047619047,57.14285714285714,acoustic,4,2018.0,Best American Roots Performance,track,805149.0,14839879.0,Indigo Girls,Amanda Shires,The Secret Sisters
the doobie brothers,3,49.333333333333336,Medium,Medium,Low,Vocal,0.0,3.633333333333333,0.0,blues,4,1979.0,Best Arrangement Accompanying Vocals,track,1444190.0,18545764.0,Chicago,Boz Scaggs,Steely Dan
the civil wars,13,23.307692307692307,Medium,Low,Low,Vocal,0.0,2.9923076923076923,0.0,acoustic,4,2011.0,Best Country Duo/Group Performance,track,834529.0,14697107.0,Ray LaMontagne,Damien Rice,Amos Lee
alejandro sanz,19,30.63157894736842,Medium,Medium,Low,Vocal,0.0,4.490526315789474,36.84210526315789,spanish,4,2003.0,Best Latin Pop Album,album,554316.0,10337304.0,Ricardo Arjona,Sin Bandera,Miguel Bosé
deniece williams,1,44.0,Medium,Low,Low,Vocal,0.0,5.96,0.0,disco,4,1986.0,"Best Gospel Performance By A Duo Or Group, Choir Or Chorus",track,406237.0,2140570.0,Phyllis Hyman,Patti LaBelle,Stephanie Mills
reba mcentire,2,0.5,Medium,Low,Low,Vocal,0.0,3.56,50.0,country,4,1986.0,Best Country Album,album,451293.0,6198171.0,Martina McBride,Lorrie Morgan,Wynonna Judd
dr. dre,7,75.28571428571429,High,High,Low,Vocal,100.0,3.8742857142857146,100.0,funk,4,2000.0,Best Rap Performance By A Duo Or Group,track,3618522.0,76376351.0,Snoop Dogg,N.W.A,The Notorious B.I.G.
dire straits,1,81.0,High,High,Low,Vocal,0.0,5.81,0.0,rock,4,1985.0,Best Engineered Recording - Non Classical,track,3041102.0,90869252.0,Mark Knopfler,Chris Rea,Eric Clapton
green day,24,56.208333333333336,Medium,High,Low,Vocal,37.5,4.057916666666666,4.166666666666666,punk,4,1994.0,Best Rock Album,album,5633683.0,330147138.0,The Network,Foxboro Hot Tubs,Pinhead Gunpowder
stevie ray vaughan,4,61.0,Medium,Low,Low,Vocal,0.0,4.5525,0.0,blues,4,1992.0,Best Contemporary Blues Album,track,1078514.0,15908362.0,The Vaughan Brothers,Stevie Ray Vaughan and Double Trouble,Jimi Hendrix
steve winwood,2,0.0,Medium,High,Low,Vocal,0.0,4.11,0.0,country,4,1986.0,Best Engineered Recording - Non-Classical,track,741984.0,6140913.0,Don Henley,John Mellencamp,Bruce Hornsby & the Range
lenny kravitz,10,0.5,Medium,High,Low,Vocal,0.0,3.964,0.0,rock,4,1998.0,Best Male Rock Vocal Performance,track,2527915.0,42561867.0,Prince,Seal,Prince and the New Power Generation
john berry,3,32.333333333333336,Medium,Medium,Low,Vocal,0.0,3.8666666666666663,0.0,bluegrass,4,1969.0,Best Instrumental Composition,other,26651.0,222110.0,Wade Hayes,Rick Trevino,Brian McComas
aerosmith,15,69.4,Low,High,Low,Vocal,0.0,4.97,0.0,hard-rock,4,1990.0,Best Rock Performance By A Duo Or Group With Vocal,track,4110371.0,102749598.0,Guns N' Roses,Van Halen,Alice Cooper
j. cole,2,85.0,Medium,Medium,Low,Vocal,100.0,4.91,50.0,hip-hop,4,2019.0,Best Rap Performance,track,3432703.0,235539539.0,Cozz,Bas,JID
angela lansbury,8,37.375,Medium,Low,Low,Vocal,0.0,3.365,75.0,show-tunes,3,1979.0,Best Cast Show Album,album,310535.0,1615462.0,Samuel E. Wright,Lea Salonga,Jodi Benson
stephanie mills,2,15.5,High,Medium,Low,Vocal,0.0,7.11,0.0,disco,3,1980.0,Best Cast Show Album,track,216874.0,1366036.0,Phyllis Hyman,Regina Belle,Patti LaBelle
michael w. smith,33,34.878787878787875,Low,Low,Low,Vocal,0.0,4.693030303030303,15.151515151515152,world-music,3,1984.0,Best Pop/Contemporary Gospel Album,album,256679.0,4962502.0,Chris Tomlin,Steven Curtis Chapman,Amy Grant
the weeknd,20,32.4,Medium,High,Low,Vocal,30.0,3.8975,30.0,pop,3,2015.0,Best Urban Contemporary Album,album,4531360.0,850931524.0,Tory Lanez,PARTYNEXTDOOR,Drake
st. vincent,1,1.0,Medium,Medium,Low,Vocal,0.0,4.29,0.0,electro,3,2018.0,Best Alternative Music Album,track,1454056.0,66439423.0,David Byrne & St. Vincent,Perfume Genius,PJ Harvey
leann rimes,1,69.0,Medium,Medium,Low,Vocal,0.0,4.45,0.0,country,3,1996.0,Best Country Song,track,811384.0,8421639.0,Faith Hill,Martina McBride,Sara Evans
dan + shay,38,21.55263157894737,Medium,Medium,Low,Vocal,0.0,2.9578947368421056,28.947368421052637,country,3,2019.0,Best Country Duo/Group Performance,track,653118.0,10270840.0,Brett Young,Thomas Rhett,Russell Dickerson
lou rawls,3,0.3333333333333333,Medium,High,Low,Vocal,0.0,4.716666666666666,0.0,blues,3,1967.0,"Best R&B Vocal Performance, Male",track,405326.0,2473239.0,Harold Melvin & The Blue Notes,The O'Jays,Billy Paul
brad paisley,2,63.5,Medium,Low,Low,Vocal,0.0,4.325,100.0,country,3,2008.0,Best Country Instrumental Performance,track,1036290.0,15770789.0,Tim McGraw,Kenny Chesney,Trace Adkins
bruce hornsby,1,71.0,Medium,Medium,Low,Vocal,0.0,4.96,100.0,piano,3,1986.0,Best Bluegrass Recording,track,354218.0,3031570.0,Bruce Hornsby & the Range,Don Henley,Jackson Browne
elvis presley,109,53.11926605504587,Medium,Medium,Low,Vocal,0.0,2.768532110091743,3.669724770642202,rock-n-roll,3,1967.0,Best Inspirational Performance,track,3892541.0,122599546.0,Jerry Lee Lewis,Chuck Berry,Fats Domino
lana del rey,15,2.1333333333333333,Low,Low,Low,Vocal,20.0,4.402666666666666,6.666666666666667,pop,3,2019.0,Album Of The Year,track,4535023.0,1198786304.0,Emile Haynie,Lorde,Melanie Martinez
axwell,3,42.333333333333336,High,High,Low,Vocal,0.0,4.966666666666667,33.33333333333333,disco,3,2009.0,Best Male R&B Vocal Performance,track,592619.0,4112111.0,Steve Angello,Sebastian Ingrosso,Swedish House Mafia
nancy wilson,2,0.0,Medium,Low,Low,Vocal,0.0,2.755,0.0,jazz,3,1964.0,Best Jazz Vocal Album,album,638914.0,4236647.0,Carmen McRae,Etta Jones,Sarah Vaughan
etta james,8,35.125,Low,Low,Low,Vocal,0.0,3.065,0.0,blues,3,1994.0,Best Contemporary Blues Album,album,1961713.0,25928052.0,Aretha Franklin,Nina Simone,Otis Redding
shakira,9,67.88888888888889,High,High,Low,Vocal,0.0,3.231111111111111,77.77777777777779,latin,3,2000.0,Best Latin Pop Album,album,4194268.0,138993347.0,Paulina Rubio,Belinda,Thalía
tom petty,9,9.22222222222222,Medium,Medium,Low,Vocal,0.0,3.543333333333333,0.0,rock,3,1995.0,Best Engineered Album - Non-Classical,album,1686854.0,26328424.0,Tom Petty and The Heartbreakers,Mudcrutch,Traveling Wilburys
train,1,82.0,Medium,High,Low,Vocal,0.0,3.61,0.0,rock,3,2001.0,Best Instrumental Arrangement Accompanying Vocalist(s),track,2947506.0,45423096.0,Matchbox Twenty,Rob Thomas,Five for Fighting
earl scruggs,1,23.0,Medium,Low,Low,Instrumental,0.0,3.08,0.0,bluegrass,3,1998.0,Best Country Instrumental Performance,track,47711.0,271036.0,The Osborne Brothers,Lester Flatt & Earl Scruggs,Doc Watson
scott rill,1,56.0,Medium,High,Low,Vocal,100.0,2.81,100.0,house,3,2004.0,Best Urban/Alternative Performance,track,61005.0,561429.0,DJ Jedy,Aizzo,Twoxi
damian marley,1,64.0,High,Medium,Low,Vocal,100.0,3.71,100.0,reggae,3,2005.0,Best Reggae Album,album,1105170.0,16901502.0,Stephen Marley,Protoje,Nas & Damian Marley
tobymac,3,0.0,Medium,High,Low,Vocal,0.0,3.32,66.66666666666666,alt-rock,3,2008.0,Best Contemporary Christian Music Album,album,338093.0,6816762.0,Newsboys,MercyMe,for KING & COUNTRY
marc anthony,29,33.172413793103445,Medium,High,Low,Vocal,0.0,4.829655172413793,3.4482758620689653,salsa,3,1998.0,Best Latin Pop Album,album,699928.0,8522500.0,Gilberto Santa Rosa,Victor Manuelle,Jerry Rivera
alison krauss & union station,34,25.294117647058822,Medium,Medium,Low,Vocal,0.0,3.660882352941176,0.0,bluegrass,3,2005.0,Best Country Album,track,328556.0,5083241.0,Alison Krauss,Robert Plant & Alison Krauss,Sarah Jarosz
james brown,17,0.2352941176470588,High,Medium,Low,Vocal,0.0,3.969411764705882,5.88235294117647,funk,3,1965.0,Best Album Notes,track,2129136.0,31276683.0,James Brown & The Famous Flames,The J.B.'s,Lyn Collins
ne-yo,7,1.4285714285714286,High,High,Low,Vocal,0.0,3.8871428571428575,0.0,dance,3,2008.0,Best Contemporary R&B Album,track,2885474.0,46847382.0,Mario,Usher,Omarion
celia cruz,14,22.714285714285715,High,Medium,Low,Vocal,0.0,3.775714285714286,42.85714285714285,salsa,3,1989.0,Best Salsa Album,album,487208.0,3885013.0,Johnny Pacheco,El Gran Combo,El Gran Combo De Puerto Rico
billy ray cyrus,3,22.666666666666668,High,Medium,Low,Vocal,0.0,3.643333333333333,0.0,country,3,2019.0,Best Music Video,track,340181.0,2177860.0,Alabama,Billy Dean,Mark Chesnutt
brooks,7,47.285714285714285,Medium,High,Low,Vocal,0.0,3.0814285714285714,100.0,progressive-house,3,1993.0,Best Country Duo/Group Performance,track,118025.0,1157713.0,Mike Williams,Jay Eskar,Martin Garrix
the brian setzer orchestra,4,24.25,Low,High,Low,Vocal,0.0,3.435,0.0,rockabilly,3,1998.0,Best Pop Instrumental Performance,track,322928.0,3787034.0,Brian Setzer,Big Bad Voodoo Daddy,Stray Cats
annie lennox,15,4.8,Medium,Low,Low,Vocal,0.0,3.778,6.666666666666667,rock,3,1992.0,Best Female Pop Vocal Performance,track,1201646.0,13290303.0,Eurythmics,Alison Moyet,Bette Midler
julie andrews,13,43.84615384615385,Medium,Low,Low,Vocal,0.0,3.11,53.84615384615385,show-tunes,3,1964.0,Best Original Score Written For A Motion Picture Or Television Show,album,461609.0,3655100.0,Irwin Kostal,Dick Van Dyke,Angela Lansbury
queen latifah,5,28.2,High,Medium,Low,Vocal,40.0,3.802,40.0,new-age,3,1994.0,Best Instrumental Arrangement Accompanying Vocalist(s),other,352936.0,2547347.0,MC Lyte,Monie Love,Da Brat
charlie rich,4,41.5,Medium,Low,Low,Vocal,0.0,2.92,0.0,rockabilly,3,1973.0,Best Country Song,track,232716.0,1407515.0,Lynn Anderson,Mel Tillis,Johnny Rodriguez
calle 13,27,31.074074074074076,Medium,High,Low,Vocal,44.44444444444444,4.058148148148148,18.51851851851852,afrobeat,3,2007.0,"Best Latin Rock, Alternative Or Urban Album",album,522613.0,12625445.0,Residente,Don Omar,Tego Calderón
taj mahal,2,14.5,Medium,Low,Low,Vocal,0.0,3.605,0.0,acoustic,3,1997.0,Best Contemporary Blues Album,album,461148.0,4301281.0,Buddy Guy,Keb' Mo',Freddie King
john scofield,2,33.5,Medium,Medium,Low,Vocal,0.0,5.535,50.0,guitar,3,2010.0,Best Jazz Instrumental Album,album,349533.0,4250065.0,The John Scofield Band,Marcus Miller,Mike Stern
r.e.m.,5,31.8,Medium,High,Low,Vocal,0.0,4.504,0.0,alt-rock,3,1991.0,Best Alternative Music Album,album,3938785.0,132726023.0,"10,000 Maniacs",U2,The Replacements
intocable,1,54.0,Medium,Medium,Low,Vocal,0.0,4.46,0.0,latin,3,2004.0,Best Mexican/Mexican-American Album,album,161974.0,2771765.0,Pesado,Duelo,El Poder Del Norte
bill withers,3,75.0,Medium,Medium,Low,Vocal,0.0,3.543333333333333,0.0,funk,3,1971.0,Best Rhythm & Blues Song,track,2307099.0,32398857.0,Donny Hathaway,Otis Redding,Al Green
edge,4,35.0,High,Medium,Low,Vocal,100.0,2.85,100.0,french,3,2005.0,Song Of The Year,track,28988.0,1305367.0,H,Jazzy Bazz,Roshi
maroon 5,3,79.66666666666667,High,High,Low,Vocal,33.33333333333333,3.62,33.33333333333333,pop,3,2004.0,Best New Artist,track,5718888.0,215609177.0,OneRepublic,The Script,Adam Levine
lionel richie,17,45.41176470588236,Medium,Medium,Low,Vocal,0.0,4.29764705882353,23.52941176470588,disco,3,1984.0,Album Of The Year,album,1534539.0,15441728.0,Commodores,Billy Ocean,Richard Marx
mel tormé,9,0.0,Medium,Low,Low,Vocal,0.0,3.075555555555556,11.11111111111111,jazz,3,1982.0,"Best Jazz Vocal Performance, Male",track,748317.0,4193229.0,"Sammy Davis, Jr.",Joe Williams,Vic Damone
bunny wailer,2,55.0,High,Low,Moderate,Vocal,0.0,3.98,0.0,dub,3,1990.0,Best Reggae Album,album,338158.0,2178033.0,Peter Tosh,Burning Spear,Culture
chris thile,4,21.25,Low,Medium,Low,Instrumental,0.0,3.37,25.0,bluegrass,3,2012.0,Best Contemporary Instrumental Album,album,180891.0,1984664.0,Punch Brothers,Nickel Creek,Sara Watkins
charlie haden,2,0.0,Medium,Low,Low,Instrumental,0.0,2.7,100.0,jazz,3,1997.0,Best Latin Jazz Album,album,166225.0,1511049.0,Enrico Pieranunzi,Carla Bley,Charlie Haden Quartet West
bill evans trio,1,60.0,Low,Low,Low,Mixed,0.0,4.96,0.0,jazz,3,1971.0,Best Instrumental Jazz Performance - Small Group Or Soloist With Small Group,track,607343.0,10329925.0,Bill Evans,Bill Evans & Jim Hall,Oscar Peterson Trio
thelonious monk,1,54.0,Medium,Low,Low,Mixed,0.0,3.23,0.0,piano,3,1987.0,Best Album Cover,album,1007734.0,17316124.0,John Coltrane,Bud Powell,Thelonious Monk Quintet
alan jackson,4,48.75,Medium,Low,Low,Vocal,0.0,3.505,0.0,country,3,2002.0,Best Country Song,track,944349.0,14765319.0,George Strait,Brooks & Dunn,Toby Keith
steve earle,2,0.0,Low,High,Low,Vocal,0.0,3.76,0.0,alt-rock,3,2004.0,Best Contemporary Folk Album,album,583694.0,7724811.0,Steve Earle & The Dukes,Guy Clark,Justin Townes Earle
berliner philharmoniker,4,0.25,Low,Low,Low,Instrumental,0.0,3.33,100.0,german,3,2007.0,Best Choral Performance,track,155858.0,2002117.0,Wiener Philharmoniker,Chicago Symphony Orchestra,Sir Simon Rattle
dababy,4,0.25,High,Medium,Low,Vocal,100.0,2.65,50.0,hip-hop,2,2019.0,Best Rap Performance,track,1245845.0,45602420.0,NLE Choppa,Rich the Kid,Stunna 4 Vegas
linkin park,153,51.22875816993464,Medium,High,Low,Vocal,7.84313725490196,3.629542483660131,13.071895424836605,grunge,2,2001.0,Best Hard Rock Performance,other,5913671.0,534330406.0,Mike Shinoda,Dead by Sunrise,Jay-Z and Linkin Park
living colour,1,68.0,Medium,High,Low,Vocal,0.0,4.91,0.0,alt-rock,2,1989.0,Best Hard Rock Performance,track,578361.0,6947043.0,Downstait,Fishbone,Infectious Grooves
maren morris,3,71.66666666666667,Medium,Medium,Low,Vocal,0.0,3.293333333333333,33.33333333333333,country,2,2016.0,Best Country Duo/Group Performance,track,458241.0,7360984.0,Kelsea Ballerini,Miranda Lambert,Ingrid Andress
marvin gaye,14,10.428571428571429,Medium,Medium,Low,Vocal,0.0,3.5342857142857143,35.714285714285715,funk,2,1982.0,Best R&B Instrumental Performance,track,3204590.0,68400657.0,Marvin Gaye & Tammi Terrell,Stevie Wonder,Al Green
matt redman,18,45.22222222222222,Medium,High,Low,Vocal,0.0,5.106111111111111,11.11111111111111,world-music,2,2012.0,Best Contemporary Christian Music Song,track,222994.0,3645399.0,Chris Tomlin,Phil Wickham,Hillsong Worship
juan luis guerra 4.40,3,0.3333333333333333,High,Medium,Low,Vocal,0.0,3.93,0.0,latin,2,1991.0,Best Tropical Latin Album,album,196678.0,4213304.0,Juan Luis Guerra,Chichi Peralta,Wilfrido Vargas
cyndi lauper,11,46.18181818181818,High,Low,Low,Vocal,0.0,3.928181818181818,0.0,disco,2,1984.0,Best Album Package,album,2609388.0,31035539.0,Laura Branigan,Cher,Bonnie Tyler
mccoy tyner,1,59.0,Medium,Low,Low,Instrumental,0.0,4.71,0.0,piano,2,1988.0,"Best Jazz Instrumental Album, Individual or Group",album,559031.0,4371949.0,Wayne Shorter,Joe Henderson,Lee Morgan
eric church,2,0.0,Medium,Medium,Low,Vocal,0.0,3.81,0.0,country,2,2019.0,Best Country Album,album,695006.0,12565532.0,Dierks Bentley,Jason Aldean,Jake Owen
korn,5,44.8,Medium,High,Low,Vocal,80.0,3.842,0.0,metal,2,1999.0,Best Metal Performance,other,3669098.0,233034820.0,Slipknot,Limp Bizkit,Jonathan Davis
neil diamond,1,78.0,Medium,Low,Low,Vocal,0.0,3.39,0.0,folk,2,1972.0,Album Of Best Original Score Written For A Motion Picture Or A Television Special,album,1390266.0,16197944.0,Leo Sayer,Rod Stewart,Three Dog Night
neil young,2,71.0,Medium,Low,Low,Vocal,0.0,4.065,0.0,singer-songwriter,2,2009.0,Best Boxed Or Special Limited Edition Package,other,2338512.0,89606575.0,Neil Young & Crazy Horse,"Crosby, Stills, Nash & Young",Buffalo Springfield
